instant,date,season,year,month,hours,holiday,one_week,category_day,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,total_count,status,time_category
192,2011-01-09,Spring,2011,Jan,6,0,Sunday,Weekend,Clear,0.1,0.0909,49.0,0.2836,0,1,1,Rendah,Pagi
193,2011-01-09,Spring,2011,Jan,7,0,Sunday,Weekend,Clear,0.08,0.0909,53.0,0.194,1,5,6,Rendah,Pagi
194,2011-01-09,Spring,2011,Jan,8,0,Sunday,Weekend,Clear,0.1,0.0909,49.0,0.2836,0,10,10,Rendah,Pagi
195,2011-01-09,Spring,2011,Jan,9,0,Sunday,Weekend,Clear,0.12,0.0758,46.0,0.5224,0,19,19,Rendah,Pagi
196,2011-01-09,Spring,2011,Jan,10,0,Sunday,Weekend,Clear,0.14,0.1061,43.0,0.3881,0,49,49,Rendah,Pagi
197,2011-01-09,Spring,2011,Jan,11,0,Sunday,Weekend,Clear,0.16,0.1212,40.0,0.5224,2,47,49,Rendah,Pagi
198,2011-01-09,Spring,2011,Jan,12,0,Sunday,Weekend,Clear,0.18,0.1364,37.0,0.4478,4,79,83,Rendah,Siang
199,2011-01-09,Spring,2011,Jan,13,0,Sunday,Weekend,Clear,0.2,0.1667,34.0,0.4478,6,69,75,Rendah,Siang
200,2011-01-09,Spring,2011,Jan,14,0,Sunday,Weekend,Clear,0.22,0.1818,32.0,0.4627,8,64,72,Rendah,Siang
201,2011-01-09,Spring,2011,Jan,15,0,Sunday,Weekend,Clear,0.22,0.197,35.0,0.3582,5,77,82,Rendah,Siang
202,2011-01-09,Spring,2011,Jan,16,0,Sunday,Weekend,Clear,0.2,0.1667,34.0,0.4478,13,79,92,Rendah,Siang
203,2011-01-09,Spring,2011,Jan,17,0,Sunday,Weekend,Clear,0.18,0.1515,37.0,0.3881,3,59,62,Rendah,Siang
204,2011-01-09,Spring,2011,Jan,18,0,Sunday,Weekend,Clear,0.16,0.1364,40.0,0.3284,4,44,48,Rendah,Malam
205,2011-01-09,Spring,2011,Jan,19,0,Sunday,Weekend,Clear,0.16,0.1364,43.0,0.3284,1,40,41,Rendah,Malam
206,2011-01-09,Spring,2011,Jan,20,0,Sunday,Weekend,Clear,0.14,0.1212,46.0,0.2537,0,38,38,Rendah,Malam
207,2011-01-09,Spring,2011,Jan,21,0,Sunday,Weekend,Clear,0.14,0.1061,46.0,0.4179,1,19,20,Rendah,Malam
208,2011-01-09,Spring,2011,Jan,22,0,Sunday,Weekend,Clear,0.14,0.1212,46.0,0.2985,5,10,15,Rendah,Malam
209,2011-01-09,Spring,2011,Jan,23,0,Sunday,Weekend,Clear,0.12,0.1364,50.0,0.194,0,6,6,Rendah,Malam
210,2011-01-10,Spring,2011,Jan,0,0,Monday,Weekday,Clear,0.12,0.1212,50.0,0.2836,2,3,5,Rendah,Dini Hari
211,2011-01-10,Spring,2011,Jan,1,0,Monday,Weekday,Clear,0.12,0.1212,50.0,0.2836,1,0,1,Rendah,Dini Hari
212,2011-01-10,Spring,2011,Jan,2,0,Monday,Weekday,Clear,0.12,0.1212,50.0,0.2239,0,3,3,Rendah,Dini Hari
213,2011-01-10,Spring,2011,Jan,3,0,Monday,Weekday,Clear,0.12,0.1212,50.0,0.2239,0,1,1,Rendah,Dini Hari
214,2011-01-10,Spring,2011,Jan,4,0,Monday,Weekday,Clear,0.1,0.1212,54.0,0.1343,1,2,3,Rendah,Dini Hari
215,2011-01-10,Spring,2011,Jan,5,0,Monday,Weekday,Clear,0.1,0.1061,54.0,0.2537,0,3,3,Rendah,Dini Hari
216,2011-01-10,Spring,2011,Jan,6,0,Monday,Weekday,Clear,0.12,0.1212,50.0,0.2836,0,31,31,Rendah,Pagi
217,2011-01-10,Spring,2011,Jan,7,0,Monday,Weekday,Clear,0.12,0.1212,50.0,0.2239,2,75,77,Rendah,Pagi
218,2011-01-10,Spring,2011,Jan,8,0,Monday,Weekday,Misty,0.12,0.1212,50.0,0.2836,4,184,188,Rendah,Pagi
219,2011-01-10,Spring,2011,Jan,9,0,Monday,Weekday,Misty,0.14,0.1212,50.0,0.2537,2,92,94,Rendah,Pagi
220,2011-01-10,Spring,2011,Jan,10,0,Monday,Weekday,Misty,0.14,0.1212,50.0,0.2985,0,31,31,Rendah,Pagi
221,2011-01-10,Spring,2011,Jan,11,0,Monday,Weekday,Misty,0.16,0.1364,47.0,0.2836,2,28,30,Rendah,Pagi
222,2011-01-10,Spring,2011,Jan,12,0,Monday,Weekday,Misty,0.2,0.1818,40.0,0.2836,5,47,52,Rendah,Siang
223,2011-01-10,Spring,2011,Jan,13,0,Monday,Weekday,Misty,0.2,0.1818,40.0,0.2836,4,50,54,Rendah,Siang
224,2011-01-10,Spring,2011,Jan,14,0,Monday,Weekday,Misty,0.2,0.197,40.0,0.2239,0,47,47,Rendah,Siang
225,2011-01-10,Spring,2011,Jan,15,0,Monday,Weekday,Misty,0.2,0.197,40.0,0.2239,2,43,45,Rendah,Siang
226,2011-01-10,Spring,2011,Jan,16,0,Monday,Weekday,Clear,0.2,0.2121,40.0,0.1343,4,70,74,Rendah,Siang
227,2011-01-10,Spring,2011,Jan,17,0,Monday,Weekday,Clear,0.2,0.2273,40.0,0.1045,4,174,178,Rendah,Siang
228,2011-01-10,Spring,2011,Jan,18,0,Monday,Weekday,Clear,0.2,0.197,40.0,0.2239,1,154,155,Rendah,Malam
229,2011-01-10,Spring,2011,Jan,19,0,Monday,Weekday,Clear,0.16,0.1667,47.0,0.1642,3,92,95,Rendah,Malam
230,2011-01-10,Spring,2011,Jan,20,0,Monday,Weekday,Clear,0.16,0.1667,50.0,0.1642,1,73,74,Rendah,Malam
231,2011-01-10,Spring,2011,Jan,21,0,Monday,Weekday,Clear,0.14,0.1364,59.0,0.194,1,37,38,Rendah,Malam
232,2011-01-10,Spring,2011,Jan,22,0,Monday,Weekday,Clear,0.14,0.1515,59.0,0.1642,2,22,24,Rendah,Malam
233,2011-01-10,Spring,2011,Jan,23,0,Monday,Weekday,Clear,0.14,0.1515,59.0,0.1642,0,18,18,Rendah,Malam
234,2011-01-11,Spring,2011,Jan,0,0,Tuesday,Weekday,Clear,0.14,0.1667,59.0,0.1045,2,10,12,Rendah,Dini Hari
235,2011-01-11,Spring,2011,Jan,1,0,Tuesday,Weekday,Clear,0.14,0.1515,59.0,0.1642,0,3,3,Rendah,Dini Hari
236,2011-01-11,Spring,2011,Jan,2,0,Tuesday,Weekday,Misty,0.16,0.1515,55.00000000000001,0.194,0,3,3,Rendah,Dini Hari
237,2011-01-11,Spring,2011,Jan,5,0,Tuesday,Weekday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,6,6,Rendah,Dini Hari
238,2011-01-11,Spring,2011,Jan,6,0,Tuesday,Weekday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,27,27,Rendah,Pagi
239,2011-01-11,Spring,2011,Jan,7,0,Tuesday,Weekday,Misty,0.16,0.2273,55.00000000000001,0.0,2,97,99,Rendah,Pagi
240,2011-01-11,Spring,2011,Jan,8,0,Tuesday,Weekday,Misty,0.18,0.2121,51.0,0.0896,3,214,217,Tinggi,Pagi
241,2011-01-11,Spring,2011,Jan,9,0,Tuesday,Weekday,Misty,0.18,0.197,51.0,0.1642,3,127,130,Rendah,Pagi
242,2011-01-11,Spring,2011,Jan,10,0,Tuesday,Weekday,Misty,0.2,0.2121,51.0,0.1642,3,51,54,Rendah,Pagi
243,2011-01-11,Spring,2011,Jan,11,0,Tuesday,Weekday,Misty,0.2,0.2121,47.0,0.1343,4,31,35,Rendah,Pagi
244,2011-01-11,Spring,2011,Jan,12,0,Tuesday,Weekday,Misty,0.2,0.2273,51.0,0.1045,2,55,57,Rendah,Siang
245,2011-01-11,Spring,2011,Jan,13,0,Tuesday,Weekday,Misty,0.2,0.2273,59.0,0.0896,6,46,52,Rendah,Siang
246,2011-01-11,Spring,2011,Jan,14,0,Tuesday,Weekday,Misty,0.2,0.2273,59.0,0.0896,3,60,63,Rendah,Siang
247,2011-01-11,Spring,2011,Jan,15,0,Tuesday,Weekday,Misty,0.16,0.197,80.0,0.0896,2,45,47,Rendah,Siang
248,2011-01-11,Spring,2011,Jan,16,0,Tuesday,Weekday,Misty,0.16,0.1515,86.0,0.2239,4,72,76,Rendah,Siang
249,2011-01-11,Spring,2011,Jan,17,0,Tuesday,Weekday,Misty,0.16,0.1515,86.0,0.2239,6,130,136,Rendah,Siang
250,2011-01-11,Spring,2011,Jan,18,0,Tuesday,Weekday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,94,95,Rendah,Malam
251,2011-01-11,Spring,2011,Jan,19,0,Tuesday,Weekday,Light_rainsnow,0.16,0.2273,93.0,0.0,0,51,51,Rendah,Malam
252,2011-01-11,Spring,2011,Jan,20,0,Tuesday,Weekday,Light_rainsnow,0.16,0.1515,93.0,0.194,0,32,32,Rendah,Malam
253,2011-01-11,Spring,2011,Jan,21,0,Tuesday,Weekday,Light_rainsnow,0.16,0.197,86.0,0.0896,0,20,20,Rendah,Malam
254,2011-01-11,Spring,2011,Jan,22,0,Tuesday,Weekday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,28,29,Rendah,Malam
255,2011-01-11,Spring,2011,Jan,23,0,Tuesday,Weekday,Light_rainsnow,0.16,0.197,93.0,0.0896,1,18,19,Rendah,Malam
256,2011-01-12,Spring,2011,Jan,0,0,Wednesday,Weekday,Misty,0.16,0.197,86.0,0.0896,0,7,7,Rendah,Dini Hari
257,2011-01-12,Spring,2011,Jan,1,0,Wednesday,Weekday,Misty,0.16,0.1818,86.0,0.1045,0,6,6,Rendah,Dini Hari
258,2011-01-12,Spring,2011,Jan,2,0,Wednesday,Weekday,Clear,0.14,0.1515,86.0,0.1343,0,1,1,Rendah,Dini Hari
259,2011-01-12,Spring,2011,Jan,5,0,Wednesday,Weekday,Clear,0.14,0.1515,86.0,0.1642,0,5,5,Rendah,Dini Hari
260,2011-01-12,Spring,2011,Jan,6,0,Wednesday,Weekday,Clear,0.12,0.1515,93.0,0.1343,0,16,16,Rendah,Pagi
261,2011-01-12,Spring,2011,Jan,7,0,Wednesday,Weekday,Clear,0.14,0.1515,69.0,0.1343,0,54,54,Rendah,Pagi
262,2011-01-12,Spring,2011,Jan,8,0,Wednesday,Weekday,Clear,0.16,0.1667,59.0,0.1642,3,125,128,Rendah,Pagi
263,2011-01-12,Spring,2011,Jan,9,0,Wednesday,Weekday,Clear,0.16,0.1364,59.0,0.3284,3,78,81,Rendah,Pagi
264,2011-01-12,Spring,2011,Jan,10,0,Wednesday,Weekday,Clear,0.18,0.1818,55.00000000000001,0.2239,0,39,39,Rendah,Pagi
265,2011-01-12,Spring,2011,Jan,11,0,Wednesday,Weekday,Clear,0.2,0.1818,51.0,0.3881,3,32,35,Rendah,Pagi
266,2011-01-12,Spring,2011,Jan,12,0,Wednesday,Weekday,Clear,0.2,0.1515,47.0,0.5821,3,52,55,Rendah,Siang
267,2011-01-12,Spring,2011,Jan,13,0,Wednesday,Weekday,Clear,0.22,0.197,44.0,0.3582,0,49,49,Rendah,Siang
268,2011-01-12,Spring,2011,Jan,14,0,Wednesday,Weekday,Clear,0.2,0.1818,47.0,0.3284,0,44,44,Rendah,Siang
269,2011-01-12,Spring,2011,Jan,15,0,Wednesday,Weekday,Clear,0.2,0.1667,47.0,0.4179,1,48,49,Rendah,Siang
270,2011-01-12,Spring,2011,Jan,16,0,Wednesday,Weekday,Clear,0.22,0.197,44.0,0.3284,5,63,68,Rendah,Siang
271,2011-01-12,Spring,2011,Jan,17,0,Wednesday,Weekday,Clear,0.2,0.1818,47.0,0.3582,0,139,139,Rendah,Siang
272,2011-01-12,Spring,2011,Jan,18,0,Wednesday,Weekday,Clear,0.2,0.1515,47.0,0.5224,2,135,137,Rendah,Malam
273,2011-01-12,Spring,2011,Jan,19,0,Wednesday,Weekday,Clear,0.18,0.1515,47.0,0.4179,1,82,83,Rendah,Malam
274,2011-01-12,Spring,2011,Jan,20,0,Wednesday,Weekday,Clear,0.16,0.1364,50.0,0.3284,2,54,56,Rendah,Malam
275,2011-01-12,Spring,2011,Jan,21,0,Wednesday,Weekday,Clear,0.16,0.1364,55.00000000000001,0.3284,0,57,57,Rendah,Malam
276,2011-01-12,Spring,2011,Jan,22,0,Wednesday,Weekday,Clear,0.16,0.1212,55.00000000000001,0.4478,1,32,33,Rendah,Malam
277,2011-01-12,Spring,2011,Jan,23,0,Wednesday,Weekday,Clear,0.14,0.1061,59.0,0.4179,1,19,20,Rendah,Malam
278,2011-01-13,Spring,2011,Jan,0,0,Thursday,Weekday,Clear,0.14,0.1212,59.0,0.2836,1,6,7,Rendah,Dini Hari
279,2011-01-13,Spring,2011,Jan,1,0,Thursday,Weekday,Clear,0.14,0.1212,50.0,0.2836,0,2,2,Rendah,Dini Hari
280,2011-01-13,Spring,2011,Jan,2,0,Thursday,Weekday,Clear,0.14,0.1212,50.0,0.3582,0,2,2,Rendah,Dini Hari
281,2011-01-13,Spring,2011,Jan,3,0,Thursday,Weekday,Clear,0.14,0.1212,50.0,0.3284,0,3,3,Rendah,Dini Hari
282,2011-01-13,Spring,2011,Jan,4,0,Thursday,Weekday,Clear,0.14,0.1212,50.0,0.2537,0,4,4,Rendah,Dini Hari
283,2011-01-13,Spring,2011,Jan,5,0,Thursday,Weekday,Clear,0.14,0.1212,50.0,0.2985,0,3,3,Rendah,Dini Hari
284,2011-01-13,Spring,2011,Jan,6,0,Thursday,Weekday,Clear,0.12,0.1515,54.0,0.1343,0,28,28,Rendah,Pagi
285,2011-01-13,Spring,2011,Jan,7,0,Thursday,Weekday,Clear,0.12,0.1515,54.0,0.1343,0,72,72,Rendah,Pagi
286,2011-01-13,Spring,2011,Jan,8,0,Thursday,Weekday,Clear,0.14,0.1364,50.0,0.194,5,197,202,Tinggi,Pagi
287,2011-01-13,Spring,2011,Jan,9,0,Thursday,Weekday,Clear,0.14,0.1212,50.0,0.3284,2,137,139,Rendah,Pagi
288,2011-01-13,Spring,2011,Jan,10,0,Thursday,Weekday,Misty,0.16,0.1364,50.0,0.3582,2,36,38,Rendah,Pagi
289,2011-01-13,Spring,2011,Jan,11,0,Thursday,Weekday,Misty,0.2,0.1667,44.0,0.4478,4,33,37,Rendah,Pagi
290,2011-01-13,Spring,2011,Jan,12,0,Thursday,Weekday,Clear,0.2,0.1667,44.0,0.4179,3,49,52,Rendah,Siang
291,2011-01-13,Spring,2011,Jan,13,0,Thursday,Weekday,Clear,0.22,0.197,41.0,0.4478,2,81,83,Rendah,Siang
292,2011-01-13,Spring,2011,Jan,14,0,Thursday,Weekday,Clear,0.22,0.197,41.0,0.3881,3,39,42,Rendah,Siang
293,2011-01-13,Spring,2011,Jan,15,0,Thursday,Weekday,Clear,0.24,0.2121,38.0,0.2985,5,55,60,Rendah,Siang
294,2011-01-13,Spring,2011,Jan,16,0,Thursday,Weekday,Clear,0.24,0.2121,38.0,0.3582,2,76,78,Rendah,Siang
295,2011-01-13,Spring,2011,Jan,17,0,Thursday,Weekday,Clear,0.2,0.1818,40.0,0.2836,4,158,162,Rendah,Siang
296,2011-01-13,Spring,2011,Jan,18,0,Thursday,Weekday,Clear,0.2,0.1818,40.0,0.3284,3,141,144,Rendah,Malam
297,2011-01-13,Spring,2011,Jan,19,0,Thursday,Weekday,Clear,0.16,0.1515,47.0,0.2537,1,98,99,Rendah,Malam
298,2011-01-13,Spring,2011,Jan,20,0,Thursday,Weekday,Clear,0.16,0.1515,47.0,0.2239,0,64,64,Rendah,Malam
299,2011-01-13,Spring,2011,Jan,21,0,Thursday,Weekday,Clear,0.14,0.1212,46.0,0.2985,0,40,40,Rendah,Malam
300,2011-01-13,Spring,2011,Jan,22,0,Thursday,Weekday,Clear,0.14,0.1212,46.0,0.3284,0,30,30,Rendah,Malam
301,2011-01-13,Spring,2011,Jan,23,0,Thursday,Weekday,Clear,0.12,0.1364,50.0,0.194,1,14,15,Rendah,Malam
302,2011-01-14,Spring,2011,Jan,0,0,Friday,Weekday,Clear,0.12,0.1364,50.0,0.194,0,14,14,Rendah,Dini Hari
303,2011-01-14,Spring,2011,Jan,1,0,Friday,Weekday,Clear,0.1,0.1212,54.0,0.1642,0,5,5,Rendah,Dini Hari
304,2011-01-14,Spring,2011,Jan,2,0,Friday,Weekday,Clear,0.1,0.1212,54.0,0.1343,0,1,1,Rendah,Dini Hari
305,2011-01-14,Spring,2011,Jan,3,0,Friday,Weekday,Clear,0.1,0.1364,54.0,0.1045,0,1,1,Rendah,Dini Hari
306,2011-01-14,Spring,2011,Jan,5,0,Friday,Weekday,Clear,0.1,0.1364,54.0,0.0896,0,8,8,Rendah,Dini Hari
307,2011-01-14,Spring,2011,Jan,6,0,Friday,Weekday,Clear,0.1,0.1818,54.0,0.0,0,17,17,Rendah,Pagi
308,2011-01-14,Spring,2011,Jan,7,0,Friday,Weekday,Clear,0.1,0.1212,74.0,0.1642,0,70,70,Rendah,Pagi
309,2011-01-14,Spring,2011,Jan,8,0,Friday,Weekday,Clear,0.12,0.1667,68.0,0.0,2,156,158,Rendah,Pagi
310,2011-01-14,Spring,2011,Jan,9,0,Friday,Weekday,Clear,0.14,0.1515,69.0,0.1343,0,117,117,Rendah,Pagi
311,2011-01-14,Spring,2011,Jan,10,0,Friday,Weekday,Clear,0.18,0.1818,55.00000000000001,0.194,4,40,44,Rendah,Pagi
312,2011-01-14,Spring,2011,Jan,11,0,Friday,Weekday,Clear,0.18,0.1667,51.0,0.2836,6,47,53,Rendah,Pagi
313,2011-01-14,Spring,2011,Jan,12,0,Friday,Weekday,Clear,0.2,0.197,44.0,0.2537,2,59,61,Rendah,Siang
314,2011-01-14,Spring,2011,Jan,13,0,Friday,Weekday,Clear,0.22,0.197,37.0,0.3881,4,73,77,Rendah,Siang
315,2011-01-14,Spring,2011,Jan,14,0,Friday,Weekday,Clear,0.22,0.2121,41.0,0.2836,5,59,64,Rendah,Siang
316,2011-01-14,Spring,2011,Jan,15,0,Friday,Weekday,Clear,0.24,0.2424,38.0,0.1642,9,59,68,Rendah,Siang
317,2011-01-14,Spring,2011,Jan,16,0,Friday,Weekday,Clear,0.22,0.2424,41.0,0.1045,3,87,90,Rendah,Siang
318,2011-01-14,Spring,2011,Jan,17,0,Friday,Weekday,Clear,0.22,0.2273,41.0,0.1642,4,155,159,Rendah,Siang
319,2011-01-14,Spring,2011,Jan,18,0,Friday,Weekday,Clear,0.2,0.2576,47.0,0.0,5,134,139,Rendah,Malam
320,2011-01-14,Spring,2011,Jan,19,0,Friday,Weekday,Clear,0.16,0.197,59.0,0.0896,3,89,92,Rendah,Malam
321,2011-01-14,Spring,2011,Jan,20,0,Friday,Weekday,Clear,0.18,0.2424,59.0,0.0,0,68,68,Rendah,Malam
322,2011-01-14,Spring,2011,Jan,21,0,Friday,Weekday,Clear,0.16,0.2273,69.0,0.0,4,48,52,Rendah,Malam
323,2011-01-14,Spring,2011,Jan,22,0,Friday,Weekday,Misty,0.16,0.2273,69.0,0.0,2,34,36,Rendah,Malam
324,2011-01-14,Spring,2011,Jan,23,0,Friday,Weekday,Misty,0.18,0.2424,55.00000000000001,0.0,1,26,27,Rendah,Malam
325,2011-01-15,Spring,2011,Jan,0,0,Saturday,Weekend,Clear,0.18,0.2424,55.00000000000001,0.0,3,25,28,Rendah,Dini Hari
326,2011-01-15,Spring,2011,Jan,1,0,Saturday,Weekend,Misty,0.16,0.197,59.0,0.0896,2,18,20,Rendah,Dini Hari
327,2011-01-15,Spring,2011,Jan,2,0,Saturday,Weekend,Misty,0.16,0.197,59.0,0.0896,0,12,12,Rendah,Dini Hari
328,2011-01-15,Spring,2011,Jan,3,0,Saturday,Weekend,Misty,0.16,0.2273,59.0,0.0,1,7,8,Rendah,Dini Hari
329,2011-01-15,Spring,2011,Jan,4,0,Saturday,Weekend,Misty,0.16,0.2273,59.0,0.0,0,5,5,Rendah,Dini Hari
330,2011-01-15,Spring,2011,Jan,5,0,Saturday,Weekend,Clear,0.16,0.2273,59.0,0.0,0,1,1,Rendah,Dini Hari
331,2011-01-15,Spring,2011,Jan,6,0,Saturday,Weekend,Clear,0.14,0.1667,63.0,0.1045,1,2,3,Rendah,Pagi
332,2011-01-15,Spring,2011,Jan,7,0,Saturday,Weekend,Clear,0.14,0.2121,63.0,0.0,1,9,10,Rendah,Pagi
333,2011-01-15,Spring,2011,Jan,8,0,Saturday,Weekend,Clear,0.14,0.1515,63.0,0.1343,1,22,23,Rendah,Pagi
334,2011-01-15,Spring,2011,Jan,9,0,Saturday,Weekend,Clear,0.16,0.1818,64.0,0.1343,2,31,33,Rendah,Pagi
335,2011-01-15,Spring,2011,Jan,10,0,Saturday,Weekend,Clear,0.18,0.197,59.0,0.1642,2,57,59,Rendah,Pagi
336,2011-01-15,Spring,2011,Jan,11,0,Saturday,Weekend,Clear,0.2,0.197,55.00000000000001,0.2239,18,54,72,Rendah,Pagi
337,2011-01-15,Spring,2011,Jan,12,0,Saturday,Weekend,Clear,0.24,0.2273,48.0,0.2239,15,74,89,Rendah,Siang
338,2011-01-15,Spring,2011,Jan,13,0,Saturday,Weekend,Clear,0.28,0.2576,38.0,0.2985,21,80,101,Rendah,Siang
339,2011-01-15,Spring,2011,Jan,14,0,Saturday,Weekend,Clear,0.3,0.2879,39.0,0.2836,26,92,118,Rendah,Siang
340,2011-01-15,Spring,2011,Jan,15,0,Saturday,Weekend,Misty,0.32,0.3182,36.0,0.194,21,108,129,Rendah,Siang
341,2011-01-15,Spring,2011,Jan,16,0,Saturday,Weekend,Misty,0.34,0.3333,34.0,0.194,33,95,128,Rendah,Siang
342,2011-01-15,Spring,2011,Jan,17,0,Saturday,Weekend,Misty,0.32,0.303,36.0,0.2836,29,54,83,Rendah,Siang
343,2011-01-15,Spring,2011,Jan,18,0,Saturday,Weekend,Misty,0.3,0.2879,45.0,0.2537,15,69,84,Rendah,Malam
344,2011-01-15,Spring,2011,Jan,19,0,Saturday,Weekend,Misty,0.32,0.303,39.0,0.2537,14,60,74,Rendah,Malam
345,2011-01-15,Spring,2011,Jan,20,0,Saturday,Weekend,Misty,0.32,0.303,39.0,0.2537,6,35,41,Rendah,Malam
346,2011-01-15,Spring,2011,Jan,21,0,Saturday,Weekend,Misty,0.32,0.303,39.0,0.2239,6,51,57,Rendah,Malam
347,2011-01-15,Spring,2011,Jan,22,0,Saturday,Weekend,Misty,0.3,0.3182,42.0,0.1045,0,26,26,Rendah,Malam
348,2011-01-15,Spring,2011,Jan,23,0,Saturday,Weekend,Clear,0.3,0.2879,45.0,0.2836,5,39,44,Rendah,Malam
349,2011-01-16,Spring,2011,Jan,0,0,Sunday,Weekend,Clear,0.26,0.303,56.00000000000001,0.0,6,33,39,Rendah,Dini Hari
350,2011-01-16,Spring,2011,Jan,1,0,Sunday,Weekend,Clear,0.26,0.2727,56.00000000000001,0.1343,4,19,23,Rendah,Dini Hari
351,2011-01-16,Spring,2011,Jan,2,0,Sunday,Weekend,Clear,0.26,0.2879,56.00000000000001,0.0896,3,13,16,Rendah,Dini Hari
352,2011-01-16,Spring,2011,Jan,3,0,Sunday,Weekend,Clear,0.22,0.2727,69.0,0.0,9,6,15,Rendah,Dini Hari
353,2011-01-16,Spring,2011,Jan,4,0,Sunday,Weekend,Clear,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Rendah,Dini Hari
354,2011-01-16,Spring,2011,Jan,5,0,Sunday,Weekend,Misty,0.26,0.2576,56.00000000000001,0.1642,1,1,2,Rendah,Dini Hari
355,2011-01-16,Spring,2011,Jan,6,0,Sunday,Weekend,Misty,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Rendah,Pagi
356,2011-01-16,Spring,2011,Jan,7,0,Sunday,Weekend,Misty,0.24,0.2121,56.00000000000001,0.2985,0,3,3,Rendah,Pagi
357,2011-01-16,Spring,2011,Jan,8,0,Sunday,Weekend,Clear,0.22,0.2121,55.00000000000001,0.2836,0,18,18,Rendah,Pagi
358,2011-01-16,Spring,2011,Jan,9,0,Sunday,Weekend,Clear,0.22,0.2121,51.0,0.2537,3,29,32,Rendah,Pagi
359,2011-01-16,Spring,2011,Jan,10,0,Sunday,Weekend,Clear,0.22,0.2121,51.0,0.2836,8,71,79,Rendah,Pagi
360,2011-01-16,Spring,2011,Jan,11,0,Sunday,Weekend,Clear,0.24,0.2273,44.0,0.2537,23,70,93,Rendah,Pagi
361,2011-01-16,Spring,2011,Jan,12,0,Sunday,Weekend,Clear,0.24,0.2121,41.0,0.2836,29,75,104,Rendah,Siang
362,2011-01-16,Spring,2011,Jan,13,0,Sunday,Weekend,Clear,0.26,0.2273,35.0,0.2985,23,95,118,Rendah,Siang
363,2011-01-16,Spring,2011,Jan,14,0,Sunday,Weekend,Clear,0.28,0.2727,36.0,0.2537,22,69,91,Rendah,Siang
364,2011-01-16,Spring,2011,Jan,15,0,Sunday,Weekend,Clear,0.26,0.2424,38.0,0.2537,35,78,113,Rendah,Siang
365,2011-01-16,Spring,2011,Jan,16,0,Sunday,Weekend,Clear,0.24,0.2273,38.0,0.2239,22,77,99,Rendah,Siang
366,2011-01-16,Spring,2011,Jan,17,0,Sunday,Weekend,Clear,0.22,0.2121,37.0,0.2537,23,82,105,Rendah,Siang
367,2011-01-16,Spring,2011,Jan,18,0,Sunday,Weekend,Clear,0.2,0.2121,40.0,0.1642,11,56,67,Rendah,Malam
368,2011-01-16,Spring,2011,Jan,19,0,Sunday,Weekend,Clear,0.18,0.197,47.0,0.1343,14,47,61,Rendah,Malam
369,2011-01-16,Spring,2011,Jan,20,0,Sunday,Weekend,Clear,0.18,0.197,47.0,0.1642,7,50,57,Rendah,Malam
370,2011-01-16,Spring,2011,Jan,21,0,Sunday,Weekend,Clear,0.18,0.197,51.0,0.1642,6,22,28,Rendah,Malam
371,2011-01-16,Spring,2011,Jan,22,0,Sunday,Weekend,Misty,0.2,0.2121,49.0,0.1343,2,19,21,Rendah,Malam
372,2011-01-16,Spring,2011,Jan,23,0,Sunday,Weekend,Misty,0.2,0.2273,40.0,0.1045,0,18,18,Rendah,Malam
373,2011-01-17,Spring,2011,Jan,0,1,Monday,Weekday,Misty,0.2,0.197,47.0,0.2239,1,16,17,Rendah,Dini Hari
374,2011-01-17,Spring,2011,Jan,1,1,Monday,Weekday,Misty,0.2,0.197,44.0,0.194,1,15,16,Rendah,Dini Hari
375,2011-01-17,Spring,2011,Jan,2,1,Monday,Weekday,Misty,0.18,0.1667,43.0,0.2537,0,8,8,Rendah,Dini Hari
376,2011-01-17,Spring,2011,Jan,3,1,Monday,Weekday,Misty,0.18,0.1818,43.0,0.194,0,2,2,Rendah,Dini Hari
377,2011-01-17,Spring,2011,Jan,4,1,Monday,Weekday,Misty,0.18,0.197,43.0,0.1343,1,2,3,Rendah,Dini Hari
378,2011-01-17,Spring,2011,Jan,5,1,Monday,Weekday,Misty,0.18,0.197,43.0,0.1642,0,1,1,Rendah,Dini Hari
379,2011-01-17,Spring,2011,Jan,6,1,Monday,Weekday,Misty,0.18,0.1818,43.0,0.194,0,5,5,Rendah,Pagi
380,2011-01-17,Spring,2011,Jan,7,1,Monday,Weekday,Misty,0.16,0.1818,50.0,0.1343,4,9,13,Rendah,Pagi
381,2011-01-17,Spring,2011,Jan,8,1,Monday,Weekday,Misty,0.16,0.1515,47.0,0.2239,3,30,33,Rendah,Pagi
382,2011-01-17,Spring,2011,Jan,9,1,Monday,Weekday,Misty,0.16,0.1515,47.0,0.2239,8,39,47,Rendah,Pagi
383,2011-01-17,Spring,2011,Jan,10,1,Monday,Weekday,Misty,0.16,0.1515,50.0,0.2537,7,50,57,Rendah,Pagi
384,2011-01-17,Spring,2011,Jan,11,1,Monday,Weekday,Misty,0.16,0.1515,55.00000000000001,0.194,9,55,64,Rendah,Pagi
